,loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,repay_fail,credit_age_yrs
29359,10000,36 months,5.79,5 years,RENT,60000,Source Verified,Jan-11,debt_consolidation,910xx,CA,9.94,0,Dec-90,0,5,0,9557,0.18,20,0,20.15384615
29360,10000,36 months,7.66,2 years,RENT,64900,Not Verified,Apr-11,debt_consolidation,130xx,NY,10.52,0,Sep-03,0,6,0,4168,0.189,7,0,7.607142857
29361,5500,36 months,15.05,2 years,RENT,43004,Not Verified,Apr-09,car,114xx,NY,12.7,1,Jan-99,2,12,0,1953,0.574,24,0,10.28296703
29362,20000,36 months,15.31,2 years,RENT,120000,Not Verified,Nov-09,debt_consolidation,606xx,IL,9.1,0,Sep-96,0,9,0,20249,0.933,19,0,13.21153846
29363,24000,36 months,16.77,10+ years,OWN,103000,Verified,Dec-11,debt_consolidation,641xx,MO,15.34,0,Nov-85,0,12,0,25426,0.921,22,0,26.17032967
29364,3000,36 months,5.99,3 years,MORTGAGE,60000,Not Verified,May-11,debt_consolidation,054xx,VT,16.08,0,Oct-03,0,8,0,2724,0.255,16,0,7.607142857
29365,16000,36 months,12.42,4 years,MORTGAGE,75000,Not Verified,Nov-11,debt_consolidation,189xx,PA,14.67,0,Dec-75,2,11,0,13288,0.585,35,0,36.04120879
29366,5000,36 months,7.51,9 years,MORTGAGE,50400,Verified,May-10,medical,705xx,LA,13.62,0,Apr-98,3,16,0,1175,0.42,36,0,12.12362637
29367,4200,36 months,10.99,8 years,MORTGAGE,30873.6,Source Verified,Aug-11,vacation,748xx,OK,18.07,0,Oct-01,1,8,0,320,0.091,16,0,9.865384615
29368,6000,36 months,13.99,4 years,RENT,40000,Source Verified,Aug-11,debt_consolidation,431xx,OH,8.19,0,Nov-07,2,16,0,4504,0.141,21,0,3.760989011
29369,24000,36 months,17.14,< 1 year,RENT,53000,Verified,Apr-11,debt_consolidation,224xx,VA,17.03,1,Aug-97,0,5,1,6770,0.967,14,0,13.71153846
29370,1700,36 months,10.75,4 years,MORTGAGE,90000,Not Verified,Jul-10,car,078xx,NJ,15.32,0,Aug-72,1,24,0,28207,0.353,48,0,38.04395604
29371,3600,36 months,14.79,3 years,MORTGAGE,76000,Not Verified,Jul-11,debt_consolidation,018xx,MA,10.97,0,Sep-98,1,14,1,9565,0.854,28,0,12.87362637
29372,15000,36 months,10.99,5 years,MORTGAGE,59700,Source Verified,May-11,debt_consolidation,441xx,OH,15.28,0,Nov-03,1,5,0,10247,0.545,8,0,7.521978022
29373,14000,36 months,10.62,3 years,RENT,44049.6,Not Verified,Feb-10,debt_consolidation,140xx,NY,22.39,1,May-94,0,6,0,17256,0.76,26,0,15.81043956
29374,3600,36 months,7.68,3 years,MORTGAGE,60000,Source Verified,May-09,home_improvement,021xx,MA,0.5,0,Jan-01,2,9,0,2599,0.099,19,0,8.357142857
29375,6000,36 months,5.42,2 years,RENT,185000,Source Verified,Mar-11,debt_consolidation,070xx,NJ,4.87,0,Nov-96,0,9,0,23475,0.519,33,0,14.37637363
29376,10000,36 months,10.95,3 years,MORTGAGE,72000,Source Verified,Jun-09,wedding,029xx,RI,13.2,0,Dec-95,2,14,0,19761,0.415,22,0,13.5467033
29377,11000,36 months,11.71,3 years,RENT,42000,Verified,Oct-11,credit_card,532xx,WI,20.86,0,Oct-03,0,11,0,10559,0.831,17,0,8.027472527
29378,12700,36 months,7.29,7 years,MORTGAGE,50400,Verified,Mar-11,credit_card,762xx,TX,14.26,0,Sep-94,0,14,0,13050,0.344,22,0,16.5521978
29379,5000,36 months,12.42,4 years,RENT,48879,Not Verified,Nov-11,debt_consolidation,919xx,CA,18.54,0,Jul-05,3,8,0,3216,0.441,11,0,6.357142857
29380,9800,60 months,15.21,10+ years,MORTGAGE,75996,Verified,Oct-10,home_improvement,654xx,MO,16.45,0,Mar-99,0,15,0,12850,0.779,42,0,11.62637363
29381,8000,36 months,10.37,4 years,RENT,180000,Source Verified,Feb-11,debt_consolidation,330xx,FL,7.07,0,Apr-94,1,13,1,12361,0.719,36,0,16.8956044
29382,24000,36 months,12.87,< 1 year,OWN,80000,Not Verified,Jan-10,moving,309xx,GA,10,0,Oct-04,1,9,0,9715,0.246,17,0,5.269230769
29383,6000,36 months,10.2,2 years,MORTGAGE,62677,Not Verified,Nov-08,small_business,032xx,NH,3.56,0,Sep-86,2,5,0,3567,0.661,14,0,22.24450549
29384,4000,60 months,16.32,10+ years,RENT,49000,Verified,Sep-10,debt_consolidation,774xx,TX,8.25,0,Apr-87,3,4,0,2853,0.475,20,0,23.5
29385,1000,36 months,7.29,4 years,RENT,29000,Not Verified,Apr-11,other,107xx,NY,17.05,1,Aug-98,1,10,0,5373,0.187,22,0,12.70879121
29386,7750,36 months,13.23,1 year,MORTGAGE,1.00E+05,Not Verified,Sep-10,debt_consolidation,030xx,NH,15.9,2,Aug-99,1,10,0,23878,0.459,18,1,11.12362637
29387,12000,36 months,10.75,10+ years,MORTGAGE,128899.92,Verified,Sep-10,debt_consolidation,900xx,CA,17.57,0,Apr-87,5,15,0,5999,0.268,37,1,23.5
29388,2650,36 months,7.4,10+ years,RENT,10000,Not Verified,Oct-09,other,133xx,NY,1.2,0,Jan-99,0,6,0,82,0.023,6,1,10.78571429
29389,20000,60 months,16.4,6 years,OWN,65000,Source Verified,Jan-11,debt_consolidation,957xx,CA,21.62,0,Sep-02,3,6,0,15860,0.721,16,1,8.362637363
29390,3000,36 months,6.76,4 years,MORTGAGE,60000,Not Verified,Apr-10,debt_consolidation,301xx,GA,23.86,0,Dec-99,0,12,0,1740,0.147,24,0,10.36813187
29391,6000,36 months,10.74,10+ years,MORTGAGE,50000,Not Verified,Feb-11,other,440xx,OH,5.02,1,Apr-00,3,4,0,9674,0.82,13,0,10.87362637
29392,12000,36 months,14.72,10+ years,OWN,56000,Not Verified,Oct-10,debt_consolidation,488xx,MI,14.59,0,Jun-94,2,14,0,2995,0.28,35,0,16.39010989
29393,3500,36 months,7.88,3 years,MORTGAGE,48000,Not Verified,Jul-10,major_purchase,210xx,MD,6.33,0,Mar-98,2,8,0,6957,0.38,18,0,12.37637363
29394,15000,36 months,14.27,2 years,RENT,70000,Source Verified,Dec-11,debt_consolidation,070xx,NJ,15.05,0,Jul-96,1,16,0,16255,0.672,29,0,15.46978022
29395,7000,36 months,16.07,3 years,RENT,40000,Not Verified,Apr-10,debt_consolidation,109xx,NY,19.65,0,May-79,0,11,0,14985,0.78,19,0,31.02472527
29396,20000,36 months,12.42,7 years,RENT,77000,Verified,Nov-11,debt_consolidation,303xx,GA,20.06,0,Aug-89,1,12,0,18868,0.625,38,0,22.32692308
29397,15550,36 months,11.71,10+ years,RENT,54000,Verified,Dec-11,debt_consolidation,330xx,FL,23.36,0,Jul-98,0,9,0,22455,0.898,16,0,13.46428571
29398,8575,36 months,14.65,< 1 year,RENT,55000,Source Verified,Oct-11,debt_consolidation,054xx,VT,7.96,0,Feb-07,1,7,0,8525,0.622,8,0,4.678571429
29399,4800,36 months,5.42,3 years,RENT,35000,Not Verified,Jul-11,car,067xx,CT,12.82,0,Apr-00,0,10,0,3556,0.154,15,0,11.28571429
29400,10625,36 months,6.62,4 years,RENT,33000,Verified,Nov-11,debt_consolidation,983xx,WA,27.38,0,Apr-04,0,6,0,6290,0.463,19,0,7.60989011
29401,24000,60 months,7.88,2 years,OWN,85000,Verified,May-10,other,920xx,CA,4.56,0,May-91,1,9,0,9574,0.141,24,0,19.06593407
29402,28000,36 months,10.65,10+ years,MORTGAGE,180000,Verified,Oct-11,other,196xx,PA,6.62,0,Mar-95,6,10,0,9857,0.256,39,0,16.64285714
29403,13000,60 months,10.38,10+ years,MORTGAGE,44400,Not Verified,Jul-10,home_improvement,936xx,CA,5.22,0,Oct-94,0,8,0,4351,0.24,32,1,15.8021978
29404,25000,36 months,11.36,3 years,RENT,56952,Source Verified,Jun-10,other,104xx,NY,5.14,0,Jul-04,2,6,0,14733,0.645,14,0,5.936813187
29405,25000,60 months,12.69,4 years,MORTGAGE,75000,Source Verified,Dec-11,other,064xx,CT,0.32,0,Mar-02,4,7,0,1281,0.032,11,0,9.785714286
29406,6000,36 months,11.86,4 years,RENT,81000,Source Verified,Jun-10,moving,606xx,IL,17.44,0,Mar-98,0,10,0,18494,0.844,18,1,12.29395604
29407,10000,36 months,7.29,9 years,MORTGAGE,50000,Not Verified,Mar-11,credit_card,176xx,PA,20.69,0,Dec-97,0,10,0,8746,0.275,15,0,13.29120879
29408,10000,36 months,9.91,10+ years,RENT,34000,Source Verified,Dec-11,credit_card,031xx,NH,17.51,0,Feb-99,1,10,0,12937,0.707,22,0,12.87362637
29409,10000,36 months,8.59,10+ years,MORTGAGE,57504,Not Verified,Dec-09,debt_consolidation,811xx,CO,8.31,0,Oct-86,0,11,0,20627,0.219,16,0,23.24725275
29410,3000,36 months,10.74,6 years,RENT,47000,Source Verified,Mar-11,medical,917xx,CA,18.18,1,Jul-94,2,11,0,570,0.168,26,0,16.72252747
29411,12250,36 months,14.59,2 years,RENT,30000,Not Verified,Apr-10,debt_consolidation,016xx,MA,17.88,0,Nov-04,1,13,0,13554,0.56,30,0,5.431318681
29412,3000,36 months,9.32,1 year,OTHER,29666,Verified,Jul-09,debt_consolidation,112xx,NY,13.91,0,Oct-99,1,5,0,0,0,19,0,9.782967033
29413,6000,36 months,11.86,2 years,MORTGAGE,68004,Not Verified,Jul-10,home_improvement,010xx,MA,1.78,0,Mar-92,0,6,0,2846,0.335,38,0,18.3956044
29414,12000,60 months,14.27,10+ years,MORTGAGE,42000,Source Verified,Sep-11,debt_consolidation,482xx,MI,11.89,0,Apr-00,0,6,0,9382,0.838,16,1,11.45604396
29415,5600,36 months,13.49,10+ years,MORTGAGE,120000,Verified,Sep-11,credit_card,902xx,CA,7.87,1,Dec-99,0,5,0,10739,0.669,17,0,11.79120879
29416,15000,36 months,15.65,1 year,RENT,80000,Verified,Jan-11,credit_card,940xx,CA,4.23,0,Sep-00,0,5,0,13765,0.983,10,0,10.36813187
29417,29850,36 months,18.25,1 year,RENT,59700,Verified,Nov-11,debt_consolidation,201xx,VA,8.36,0,Jun-96,1,10,0,22586,0.551,38,0,15.46978022
29418,4000,36 months,15.2,3 years,OWN,68400,Not Verified,Nov-10,home_improvement,405xx,KY,24.18,0,Apr-95,5,11,1,12638,0.987,23,0,15.64010989
29419,10750,36 months,15.37,3 years,RENT,41000,Source Verified,Mar-09,debt_consolidation,930xx,CA,23.33,0,Dec-99,0,11,0,21765,0.789,26,0,9.28021978
29420,5000,36 months,15.23,2 years,RENT,50000,Source Verified,Jul-11,small_business,112xx,NY,3.72,0,Oct-06,1,8,0,4379,0.461,11,1,4.763736264
29421,10000,36 months,6.03,10+ years,MORTGAGE,80000,Not Verified,Dec-11,debt_consolidation,760xx,TX,10.66,0,Jun-84,0,15,0,16420,0.339,37,0,27.59340659
29422,21000,36 months,7.51,n/a,MORTGAGE,49200,Verified,Dec-11,credit_card,591xx,MT,27.02,0,Sep-62,1,8,0,14491,0.197,15,0,49.41758242
29423,6000,60 months,16.32,10+ years,OWN,31200,Source Verified,Jul-10,major_purchase,593xx,MT,18.04,0,Jul-00,7,6,1,2557,0.544,15,0,10.03296703
29424,10000,36 months,15.96,4 years,RENT,280000,Source Verified,Dec-11,credit_card,900xx,CA,6.27,0,Jun-01,1,13,0,19467,0.917,15,0,10.53571429
29425,14000,36 months,7.49,5 years,MORTGAGE,96000,Verified,Jul-11,debt_consolidation,212xx,MD,5.63,0,Dec-98,0,11,1,2014,0.127,19,0,12.62362637
29426,7000,60 months,6.17,3 years,MORTGAGE,52416,Verified,Nov-10,other,010xx,MA,14.06,0,Jun-91,4,9,0,6526,0.194,22,0,19.48626374
29427,20000,60 months,15.96,< 1 year,RENT,104000,Verified,Oct-11,medical,775xx,TX,21.87,0,Dec-94,2,15,0,22748,0.51,31,1,16.89010989
29428,8000,36 months,7.14,2 years,MORTGAGE,55000,Verified,Aug-10,debt_consolidation,761xx,TX,13.4,0,Apr-92,3,12,0,3604,0.115,19,0,18.3956044
29429,12000,36 months,13.06,3 years,MORTGAGE,73000,Source Verified,Jan-11,debt_consolidation,104xx,NY,8.83,0,Nov-03,3,10,0,13516,0.891,17,0,7.192307692
29430,6000,36 months,14.42,< 1 year,MORTGAGE,61200,Not Verified,Mar-09,major_purchase,300xx,GA,14.75,0,Sep-02,3,11,0,9184,0.585,21,0,6.519230769
29431,22000,36 months,13.92,10+ years,MORTGAGE,75000,Not Verified,Dec-09,credit_card,313xx,GA,23.92,0,Feb-97,0,8,0,13236,0.613,26,0,12.87362637
29432,10000,36 months,12.53,2 years,MORTGAGE,65000,Not Verified,Jan-10,debt_consolidation,300xx,GA,3.54,0,Aug-96,1,10,0,9514,0.272,15,0,13.46428571
29433,5000,36 months,7.68,1 year,MORTGAGE,40308,Not Verified,Jan-09,car,760xx,TX,5.78,0,Nov-96,0,10,0,5312,0.072,19,0,12.20879121
29434,10000,36 months,14.84,10+ years,RENT,99996,Source Verified,Sep-10,other,113xx,NY,8.4,1,Jul-97,1,6,0,17816,0.799,13,0,13.21428571
29435,12000,60 months,16.02,< 1 year,RENT,38000,Not Verified,Apr-11,medical,801xx,CO,17.34,0,Jun-02,2,5,0,12311,0.892,22,0,8.862637363
29436,24000,36 months,6.54,9 years,MORTGAGE,130104,Verified,Jan-11,debt_consolidation,443xx,OH,15.09,0,Sep-97,1,12,0,33478,0.093,36,0,13.37912088
29437,20000,60 months,10.99,10+ years,MORTGAGE,120000,Verified,Aug-11,debt_consolidation,967xx,HI,23.37,0,Dec-98,0,7,0,15512,0.226,22,0,12.70879121
29438,35000,36 months,8.9,10+ years,MORTGAGE,106000,Verified,Dec-11,credit_card,801xx,CO,12.09,0,Jul-92,0,10,0,51441,0.602,28,0,19.48351648
29439,4000,36 months,10.36,10+ years,MORTGAGE,40000,Not Verified,Dec-10,car,853xx,AZ,19.29,0,May-96,0,5,0,1001,0.626,13,0,14.63461538
29440,21200,60 months,13.99,6 years,MORTGAGE,78424.06,Verified,Sep-11,debt_consolidation,070xx,NJ,9.44,0,Jan-98,1,21,0,17678,0.262,37,1,13.71153846
29441,7200,60 months,18.67,5 years,RENT,99000,Source Verified,Sep-10,debt_consolidation,945xx,CA,17.87,0,Dec-01,0,7,0,13329,0.965,11,0,8.78021978
29442,8000,36 months,6.92,n/a,MORTGAGE,30000,Not Verified,Mar-11,debt_consolidation,331xx,FL,29.36,0,Mar-91,0,5,0,93097,0.373,31,0,20.06868132
29443,4800,36 months,12.69,10+ years,RENT,51000,Verified,Oct-11,moving,916xx,CA,14,1,Nov-94,1,21,0,7064,0.163,58,0,16.97252747
29444,7500,36 months,13.22,5 years,MORTGAGE,44500,Not Verified,Jan-10,debt_consolidation,545xx,WI,22.52,0,Aug-97,4,9,0,7202,0.345,50,1,12.46153846
29445,2000,36 months,10.74,8 years,OWN,86004,Not Verified,Jan-11,other,282xx,NC,23.29,0,Oct-96,1,11,0,17594,0.8,63,0,14.29945055
29446,3200,36 months,15.28,3 years,RENT,18996,Verified,Apr-11,other,331xx,FL,3.79,0,Oct-07,1,3,0,1851,0.841,5,1,3.510989011
29447,3000,36 months,11.03,< 1 year,RENT,40000,Not Verified,Jun-08,moving,750xx,TX,3.09,0,Nov-04,0,2,0,3127,1.042,2,0,3.593406593
29448,10000,36 months,16.49,2 years,RENT,60000,Source Verified,May-11,debt_consolidation,914xx,CA,15.1,0,Nov-99,0,15,0,21589,0.708,43,0,11.53571429
29449,9000,36 months,9.99,10+ years,MORTGAGE,90300,Verified,Jul-11,home_improvement,633xx,MO,13.77,0,Jun-89,0,6,0,6211,0.474,23,1,22.15659341
29450,30000,60 months,21.28,6 years,MORTGAGE,92000,Source Verified,Dec-11,home_improvement,067xx,CT,17.57,0,Mar-88,2,17,0,36497,0.745,62,0,23.83241758
29451,12000,60 months,10.37,5 years,MORTGAGE,57000,Not Verified,Mar-11,credit_card,549xx,WI,19.14,0,Sep-00,0,10,0,12140,0.542,30,0,10.53021978
29452,10000,36 months,6.17,10+ years,RENT,50004,Source Verified,Nov-10,debt_consolidation,780xx,TX,13.51,0,Sep-92,1,4,0,13424,0.363,22,0,18.22802198
29453,9500,36 months,8.9,2 years,RENT,20000,Source Verified,Nov-11,debt_consolidation,908xx,CA,14.34,0,Apr-88,0,9,0,7554,0.787,11,0,23.66483516
29454,6000,36 months,13.04,4 years,RENT,32496,Not Verified,Nov-08,debt_consolidation,554xx,MN,24.89,1,Oct-03,1,16,0,3139,0.506,25,0,5.104395604
29455,6400,36 months,7.88,8 years,MORTGAGE,52000,Verified,Jul-10,debt_consolidation,765xx,TX,16.11,0,Dec-97,3,8,0,14553,0.638,20,0,12.62362637
29456,4000,36 months,12.99,< 1 year,RENT,42500,Source Verified,May-11,car,125xx,NY,2.74,0,Nov-05,1,7,0,1240,0.428,7,0,5.513736264
29457,16000,36 months,7.9,4 years,MORTGAGE,117996,Verified,Nov-11,home_improvement,930xx,CA,9.09,0,Jan-04,0,9,0,6589,0.36,14,0,7.85989011
29458,12000,60 months,15.28,< 1 year,RENT,60000,Source Verified,Apr-11,other,073xx,NJ,22.6,0,Jan-94,3,10,0,35655,0.805,30,0,17.30494505
29459,13000,36 months,8.94,< 1 year,RENT,60000,Not Verified,Nov-09,debt_consolidation,981xx,WA,24.12,0,Feb-95,0,14,0,17278,0.4,35,0,14.79945055
29460,11200,36 months,14.5,< 1 year,RENT,60000,Not Verified,Feb-08,moving,229xx,VA,5.74,0,Jan-03,0,6,0,8181,0.87,7,1,5.101648352
29461,7000,36 months,17.88,2 years,OWN,75996,Not Verified,Feb-11,other,150xx,PA,21.79,0,Aug-96,2,2,0,5855,0.484,10,1,14.5521978
29462,20000,60 months,14.17,4 years,MORTGAGE,65600,Verified,Mar-11,debt_consolidation,014xx,MA,5.23,0,Jul-95,1,13,0,8459,0.191,30,0,15.71978022
29463,30000,60 months,13.49,10+ years,MORTGAGE,60000,Verified,Nov-11,home_improvement,313xx,GA,20,0,Jan-97,1,10,0,1601,0.113,30,0,14.88186813
29464,6000,36 months,13.49,10+ years,MORTGAGE,45516,Verified,Oct-11,small_business,240xx,VA,10.18,0,Oct-96,1,8,0,12747,0.958,16,0,15.04945055
29465,12000,36 months,13.49,10+ years,MORTGAGE,40000,Verified,Dec-11,debt_consolidation,729xx,AR,16.2,0,Sep-96,2,15,0,14582,0.744,27,0,15.29945055
29466,5000,36 months,11.12,7 years,RENT,48000,Verified,Jul-10,debt_consolidation,221xx,VA,13.5,0,Jan-98,0,15,0,5676,0.332,23,0,12.53846154
29467,9000,36 months,5.99,7 years,MORTGAGE,65004,Source Verified,May-11,debt_consolidation,306xx,GA,4.69,1,Apr-78,0,8,0,5979,0.119,27,0,33.19505495
29468,20000,36 months,8.9,10+ years,MORTGAGE,68000,Verified,Oct-11,debt_consolidation,754xx,TX,28.13,0,Jun-85,1,13,0,38576,0.468,35,0,26.42307692
29469,9075,36 months,7.49,6 years,MORTGAGE,85000,Not Verified,Jun-11,credit_card,306xx,GA,20.95,0,May-94,0,13,0,46698,0.467,33,0,17.14285714
29470,6000,36 months,16.45,10+ years,MORTGAGE,70000,Source Verified,Sep-10,small_business,826xx,WY,6.48,2,Jul-98,1,4,0,4185,0.9,9,1,12.21153846
29471,6400,60 months,10,5 years,RENT,47400,Source Verified,Feb-11,other,432xx,OH,10.1,0,Apr-00,0,6,0,9684,0.814,15,1,10.87362637
29472,9000,60 months,9.99,10+ years,MORTGAGE,146760,Verified,Sep-11,car,787xx,TX,29.79,0,Aug-83,0,9,0,35346,0.767,35,0,28.18131868
29473,6000,60 months,17.14,8 years,MORTGAGE,30000,Source Verified,Mar-11,small_business,342xx,FL,6.6,0,Jan-98,0,5,0,5087,0.807,29,0,13.20604396
29474,4800,36 months,11.49,1 year,RENT,34000,Source Verified,Sep-10,credit_card,329xx,FL,21.85,1,Oct-94,0,8,0,4864,0.237,9,0,15.97252747
29475,10000,36 months,14.42,1 year,RENT,60000,Not Verified,Mar-09,small_business,331xx,FL,11.26,0,Apr-91,2,5,1,4395,0.578,16,1,17.97802198
29476,18000,60 months,15.99,3 years,MORTGAGE,40518,Verified,May-11,small_business,330xx,FL,10.16,0,Aug-87,0,7,0,17054,0.45,15,0,23.82967033
29477,15000,36 months,9.88,4 years,MORTGAGE,48000,Not Verified,Mar-10,debt_consolidation,770xx,TX,21.07,0,Mar-87,2,18,0,25052,0.404,47,0,23.07967033
29478,6000,36 months,16.49,3 years,RENT,72000,Verified,Aug-11,moving,060xx,CT,18.2,0,Aug-90,1,7,1,17734,0.991,16,0,21.07142857
29479,13500,60 months,17.99,10+ years,RENT,26500,Verified,Jul-11,debt_consolidation,708xx,LA,7.79,0,May-96,1,8,0,5549,0.76,24,1,15.21703297
29480,9000,36 months,10.37,2 years,RENT,57500,Verified,Apr-11,debt_consolidation,207xx,MD,0.75,0,Aug-07,0,6,0,1238,0.288,10,0,3.678571429
29481,23000,60 months,19.91,n/a,RENT,45600,Verified,Dec-11,other,945xx,CA,18.68,0,Jan-95,0,6,0,0,0,44,1,16.97252747
29482,25000,60 months,15.99,10+ years,OWN,90000,Verified,Jul-11,home_improvement,770xx,TX,8.21,0,Feb-80,1,9,0,28623,0.508,19,1,31.51923077
29483,4000,36 months,5.99,6 years,MORTGAGE,58075,Not Verified,Jun-11,major_purchase,271xx,NC,12.75,0,Sep-04,0,5,0,3379,0.134,12,0,6.769230769
29484,1000,36 months,11.71,1 year,RENT,1.00E+05,Source Verified,Oct-11,debt_consolidation,941xx,CA,3.28,0,Nov-95,0,6,0,2819,0.587,21,0,15.96978022
29485,4200,36 months,11.58,10+ years,MORTGAGE,32000,Source Verified,Jan-09,home_improvement,301xx,GA,22.09,0,Dec-00,0,8,0,14166,0.814,8,0,8.112637363
29486,1925,36 months,6.03,3 years,OWN,30000,Not Verified,Nov-11,debt_consolidation,816xx,CO,13.32,0,Dec-88,0,10,0,11954,0.255,18,0,22.99450549
29487,11800,36 months,6.92,3 years,RENT,40000,Verified,Feb-11,debt_consolidation,945xx,CA,28.5,0,Feb-98,0,13,0,13686,0.311,22,0,13.04395604
29488,5000,60 months,15.99,10+ years,RENT,42000,Not Verified,Aug-11,other,750xx,TX,21.17,0,Nov-84,2,25,0,9669,0.166,37,0,26.83791209
29489,3500,60 months,15.57,10+ years,MORTGAGE,66500,Not Verified,Dec-10,car,493xx,MI,11.62,0,Feb-90,7,10,0,30191,0.78,28,0,20.9010989
29490,3375,60 months,17.99,7 years,OWN,21403.44,Not Verified,Sep-11,small_business,726xx,AR,24.39,2,Dec-97,3,5,1,2274,0.669,16,0,13.7967033
29491,15000,36 months,13.72,7 years,RENT,65000,Source Verified,Jan-11,credit_card,223xx,VA,16.6,0,Apr-97,1,6,0,25270,0.806,13,0,13.79945055
29492,10000,60 months,8.9,1 year,MORTGAGE,76728,Verified,Oct-11,other,641xx,MO,19.39,0,Nov-98,0,10,0,18673,0.453,29,0,12.95879121
29493,21000,36 months,7.49,10+ years,MORTGAGE,90000,Verified,May-11,other,982xx,WA,10.28,0,Mar-98,0,11,0,16243,0.286,23,0,13.21153846
29494,5000,36 months,15.7,1 year,RENT,36000,Not Verified,Apr-10,medical,945xx,CA,3.17,0,Nov-06,0,7,0,2600,0.65,9,1,3.425824176
29495,4500,60 months,14.83,4 years,MORTGAGE,70000,Source Verified,Dec-10,home_improvement,180xx,PA,15.34,0,Jan-96,1,7,1,55212,0.464,18,0,14.96703297
29496,2400,36 months,12.22,< 1 year,RENT,41600,Not Verified,Aug-08,moving,260xx,WV,22.36,0,May-93,2,17,0,12785,0.772,29,0,15.30494505
29497,15000,36 months,9.99,2 years,RENT,1.00E+05,Not Verified,Jun-11,debt_consolidation,950xx,CA,9.13,0,Jun-00,0,7,0,8694,0.685,12,1,11.03571429
29498,10000,36 months,5.42,10+ years,MORTGAGE,115000,Not Verified,Jun-11,home_improvement,840xx,UT,1.19,0,Nov-96,0,7,0,3747,0.08,20,0,14.62912088
29499,6500,36 months,10.99,10+ years,MORTGAGE,55605,Not Verified,Jul-11,other,324xx,FL,22.03,0,Sep-91,0,15,0,23879,0.76,37,0,19.89835165
29500,25000,60 months,16.82,1 year,MORTGAGE,90200,Verified,Aug-10,debt_consolidation,210xx,MD,11.75,0,May-98,1,9,0,24178,0.646,30,0,12.29395604
29501,8500,36 months,6.92,7 years,MORTGAGE,60000,Not Verified,Mar-11,debt_consolidation,080xx,NJ,8.02,0,Apr-97,1,12,0,8174,0.125,35,0,13.96153846
29502,10000,36 months,8.49,10+ years,MORTGAGE,68000,Source Verified,May-11,debt_consolidation,954xx,CA,12.07,0,Jul-88,0,10,0,9902,0.399,29,0,22.90934066
29503,15000,36 months,6.91,10+ years,MORTGAGE,105201,Verified,Nov-10,credit_card,434xx,OH,20.68,0,Jul-92,2,12,0,34798,0.772,56,0,18.39835165
29504,11000,36 months,7.14,3 years,MORTGAGE,126000,Not Verified,Apr-10,medical,495xx,MI,4.95,0,Oct-90,2,8,0,10636,0.144,23,0,19.56593407
29505,20000,36 months,13.8,4 years,RENT,65000,Verified,Jan-11,wedding,100xx,NY,15.66,0,Aug-00,1,8,0,310,0.166,16,0,10.4532967
29506,10000,36 months,9.32,10+ years,RENT,23700,Verified,May-09,debt_consolidation,945xx,CA,10.08,0,Sep-99,0,11,0,8596,0.297,16,0,9.697802198
29507,10000,36 months,5.42,4 years,RENT,42000,Not Verified,Aug-11,home_improvement,347xx,FL,6.63,0,Sep-96,0,14,0,8199,0.28,18,0,14.96428571
29508,11100,36 months,13.47,< 1 year,MORTGAGE,58000,Verified,Mar-09,small_business,497xx,MI,21.27,0,Feb-87,7,13,0,37589,0.72,31,1,22.15384615
29509,16000,60 months,15.58,10+ years,MORTGAGE,101004,Verified,Jun-10,debt_consolidation,078xx,NJ,17.63,0,Sep-81,0,18,0,67835,0.787,34,0,28.84615385
29510,5500,60 months,11.86,10+ years,MORTGAGE,52000,Not Verified,Jul-10,debt_consolidation,088xx,NJ,9.81,0,Mar-99,3,13,0,11794,0.842,28,0,11.37362637
29511,4000,36 months,13.43,< 1 year,RENT,21000,Verified,Mar-11,small_business,152xx,PA,7.6,0,Apr-06,3,7,0,7178,0.485,11,0,4.931318681
29512,2800,36 months,7.66,2 years,OWN,37000,Source Verified,Mar-11,debt_consolidation,923xx,CA,4.96,0,Aug-01,1,10,0,4120,0.516,10,0,9.612637363
29513,10000,36 months,12.18,8 years,MORTGAGE,64500,Not Verified,Dec-09,debt_consolidation,356xx,AL,18.7,0,Dec-99,3,11,0,33878,0.79,27,0,10.03571429
29514,8800,36 months,7.49,3 years,MORTGAGE,64000,Source Verified,Jul-11,credit_card,152xx,PA,8.06,0,Nov-99,0,7,0,15524,0.353,10,0,11.7032967
29515,8000,60 months,15.95,10+ years,RENT,130000,Source Verified,Dec-10,wedding,068xx,CT,0.75,0,Jul-07,1,5,0,1181,0.164,12,0,3.431318681
29516,12000,60 months,11.86,10+ years,MORTGAGE,95000,Verified,Sep-10,credit_card,067xx,CT,11.22,0,Oct-97,0,8,0,106294,0.686,31,0,12.96153846
29517,12000,36 months,8.94,4 years,MORTGAGE,45000,Not Verified,Dec-09,credit_card,825xx,WY,10.77,0,Aug-88,0,12,0,18115,0.331,14,0,21.40659341
29518,4750,36 months,7.14,n/a,OWN,12000,Not Verified,Feb-10,debt_consolidation,984xx,WA,18.1,0,Mar-83,1,13,0,7944,0.139,30,0,27.01648352
